ID_PUBLICACION_PROPUESTA,TIPO_PROPUESTO,SUBTIPO_PROPUESTO
PUB-001231,Artículo,Artículo científico
PUB-001232,Tesis,Tesis de pregrado
PUB-001233,Artículo,Artículo científico
PUB-001234,Tesis,Tesis de pregrado
PUB-001235,Tesis,Tesis de posgrado no especificada
PUB-001236,Artículo,Artículo científico
PUB-001237,Artículo,Artículo científico
PUB-001238,Artículo,Artículo científico
PUB-001239,Artículo,Artículo científico
PUB-001240,Artículo,Artículo científico
PUB-001241,Artículo,Artículo científico
PUB-001242,Tesis,Tesis de posgrado no especificada
PUB-001243,Artículo,Artículo científico
PUB-001244,Artículo,Artículo científico
PUB-001245,Artículo,Artículo científico
PUB-001246,Artículo,Artículo científico
PUB-001247,Artículo,Artículo científico
PUB-001248,Artículo,Artículo científico
PUB-001249,Artículo,Artículo científico
PUB-001250,Tesis,Tesis de pregrado
PUB-001251,Artículo,Artículo científico
PUB-001252,Tesis,Tesis de pregrado
PUB-001253,Tesis,Tesis de pregrado
PUB-001254,Artículo,Artículo científico
PUB-001255,Artículo,Artículo científico
PUB-001256,Artículo,Artículo científico
PUB-001257,Tesis,Tesis de pregrado
PUB-001258,Artículo,Artículo científico
PUB-001259,Tesis,Tesis de posgrado no especificada
PUB-001260,Artículo,Artículo científico
PUB-001261,Artículo,Artículo científico
PUB-001262,Artículo,Artículo científico
PUB-001263,Artículo,Artículo científico
PUB-001264,Artículo,Artículo científico
PUB-001265,Tesis,Tesis de posgrado no especificada
PUB-001266,Artículo,Artículo científico
PUB-001267,Artículo,Artículo científico
PUB-001268,Tesis,Tesis de pregrado
PUB-001269,Artículo,Artículo científico
PUB-001270,Artículo,Artículo científico
PUB-001271,Artículo,Artículo científico
PUB-001272,Artículo,Artículo científico
PUB-001273,Artículo,Artículo científico
PUB-001274,Artículo,Artículo científico
PUB-001275,Artículo,Artículo científico
PUB-001276,Artículo,Artículo científico
PUB-001277,Artículo,Artículo científico
PUB-001278,Artículo,Artículo científico
PUB-001279,Artículo,Artículo científico
PUB-001280,Artículo,Artículo científico
PUB-001281,Artículo,Artículo científico
PUB-001282,Artículo,Artículo científico
PUB-001283,Artículo,Artículo científico
PUB-001284,Artículo,Artículo científico
PUB-001285,Artículo,Artículo científico
PUB-001286,Artículo,Artículo científico
PUB-001287,Artículo,Artículo científico
PUB-001288,Artículo,Artículo científico
PUB-001289,Artículo,Artículo científico
PUB-001290,Artículo,Artículo científico
PUB-001291,Artículo,Artículo científico
PUB-001292,Artículo,Artículo científico
PUB-001293,Artículo,Artículo científico
PUB-001294,Artículo,Artículo científico
PUB-001295,Artículo,Artículo científico
PUB-001296,Artículo,Artículo científico
PUB-001297,Artículo,Artículo científico
PUB-001298,Artículo,Artículo científico
PUB-001299,Artículo,Artículo científico
PUB-001300,Artículo,Artículo científico
PUB-001301,Artículo,Artículo científico
PUB-001302,Tesis,Tesis de pregrado
PUB-001303,Artículo,Artículo científico
PUB-001304,Tesis,Tesis de pregrado
PUB-001305,Artículo,Artículo científico
PUB-001306,Artículo,Artículo científico
PUB-001307,Artículo,Artículo científico
PUB-001308,Artículo,Artículo científico
PUB-001309,Artículo,Artículo científico
PUB-001310,Artículo,Artículo científico
PUB-001311,Artículo,Artículo científico
PUB-001312,Artículo,Artículo científico
PUB-001313,Tesis,Tesis de pregrado
PUB-001314,Tesis,Tesis de posgrado no especificada
PUB-001315,Artículo,Artículo científico
PUB-001316,Artículo,Artículo científico
PUB-001317,Tesis,Tesis de posgrado no especificada
PUB-001318,Tesis,Tesis de pregrado
PUB-001319,Tesis,Tesis de pregrado
PUB-001320,Artículo,Artículo científico
PUB-001321,Tesis,Tesis de pregrado
PUB-001322,Tesis,Tesis de posgrado no especificada
PUB-001323,Tesis,Tesis de posgrado no especificada
PUB-001324,Tesis,Tesis de posgrado no especificada
PUB-001325,Tesis,Tesis de posgrado no especificada
PUB-001326,Tesis,Tesis de posgrado no especificada
PUB-001327,Tesis,Tesis de posgrado no especificada
PUB-001328,Tesis,Tesis de posgrado no especificada
PUB-001329,Tesis,Tesis de posgrado no especificada
PUB-001330,Publicación de evento científico,Artículo de conferencia
PUB-001331,Artículo,Artículo científico
PUB-001332,Artículo,Artículo científico
PUB-001333,Artículo,Artículo científico
PUB-001334,Artículo,Artículo científico
PUB-001335,Artículo,Artículo científico
PUB-001336,Tesis,Tesis de posgrado no especificada
PUB-001337,Tesis,Tesis de pregrado
PUB-001338,Tesis,Tesis de pregrado
PUB-001339,Tesis,Tesis de pregrado
PUB-001340,Artículo,Artículo científico
PUB-001341,Artículo,Artículo científico
PUB-001342,Tesis,Tesis de pregrado
PUB-001343,Artículo,Artículo científico
PUB-001344,Tesis,Tesis de pregrado
PUB-001345,Artículo,Artículo científico
PUB-001346,Artículo,Artículo científico
PUB-001347,Tesis,Tesis de posgrado no especificada
PUB-001348,Tesis,Tesis de pregrado
PUB-001349,Tesis,Tesis de pregrado
PUB-001350,Tesis,Tesis de pregrado
PUB-001351,Tesis,Tesis de pregrado
PUB-001352,Tesis,Tesis de pregrado
PUB-001353,Tesis,Tesis de pregrado
PUB-001354,Artículo,Artículo científico
PUB-001355,Tesis,Tesis de pregrado
PUB-001356,Tesis,Tesis de pregrado
PUB-001357,Tesis,Tesis de pregrado
PUB-001358,Artículo,Artículo científico
PUB-001359,Artículo,Artículo científico
PUB-001360,Artículo,Artículo científico
PUB-001361,Artículo,Artículo científico
PUB-001362,Artículo,Artículo científico
PUB-001363,Artículo,Artículo científico
PUB-001364,Tesis,Tesis de posgrado no especificada
PUB-001365,Tesis,Tesis de pregrado
PUB-001366,Artículo,Artículo científico
PUB-001367,Tesis,Tesis de pregrado
PUB-001368,Artículo,Artículo científico
PUB-001369,Artículo,Artículo científico
PUB-001370,Artículo,Artículo científico
PUB-001371,Tesis,Tesis de pregrado
PUB-001372,Tesis,Tesis de pregrado
PUB-001373,Artículo,Artículo científico
PUB-001374,Artículo,Artículo científico
PUB-001375,Artículo,Artículo científico
PUB-001376,Artículo,Artículo científico
PUB-001377,Artículo,Artículo científico
PUB-001378,Tesis,Tesis de pregrado
PUB-001379,Tesis,Tesis de pregrado
PUB-001380,Artículo,Artículo científico
PUB-001381,Artículo,Artículo científico
PUB-001382,Artículo,Artículo científico
PUB-001383,Artículo,Artículo científico
PUB-001384,Artículo,Artículo científico
PUB-001385,Artículo,Artículo científico
PUB-001386,Artículo,Artículo científico
PUB-001387,Artículo,Artículo científico
PUB-001388,Artículo,Artículo científico
PUB-001389,Artículo,Artículo científico
PUB-001390,Artículo,Artículo científico
PUB-001391,Artículo,Artículo científico
PUB-001392,Tesis,Tesis de posgrado no especificada
PUB-001393,Artículo,Artículo científico
PUB-001394,Tesis,Tesis de pregrado
PUB-001395,Artículo,Artículo científico
PUB-001396,Tesis,Tesis de pregrado
PUB-001397,Tesis,Tesis de pregrado
PUB-001398,Artículo,Artículo científico
PUB-001399,Tesis,Tesis de pregrado
PUB-001400,Artículo,Artículo científico
PUB-001401,Artículo,Artículo científico
PUB-001402,Artículo,Artículo científico
PUB-001403,Artículo,Artículo científico
PUB-001404,Artículo,Artículo científico
PUB-001405,Artículo,Artículo científico
PUB-001406,Artículo,Artículo científico
PUB-001407,Artículo,Artículo científico
PUB-001408,Artículo,Artículo científico
PUB-001409,Artículo,Artículo científico
PUB-001410,Artículo,Artículo científico
PUB-001411,Tesis,Tesis de pregrado
PUB-001412,Artículo,Artículo científico
PUB-001413,Artículo,Artículo científico
PUB-001414,Artículo,Artículo científico
PUB-001415,Artículo,Artículo científico
PUB-001416,Artículo,Artículo científico
PUB-001417,Artículo,Artículo científico
PUB-001418,Artículo,Artículo científico
PUB-001419,Artículo,Artículo científico
PUB-001420,Artículo,Artículo científico
PUB-001421,Artículo,Artículo científico
PUB-001422,Artículo,Artículo científico
PUB-001423,Tesis,Tesis de pregrado
PUB-001424,Artículo,Artículo científico
PUB-001425,Artículo,Artículo científico
PUB-001426,Artículo,Artículo científico
PUB-001427,Artículo,Artículo científico
PUB-001428,Artículo,Artículo científico
PUB-001429,Tesis,Tesis de posgrado no especificada
PUB-001430,Artículo,Artículo científico
PUB-001431,Artículo,Artículo científico
PUB-001432,Artículo,Artículo científico
PUB-001433,Artículo,Artículo científico
PUB-001434,Artículo,Artículo científico
PUB-001435,Artículo,Artículo científico
PUB-001436,Tesis,Tesis de posgrado no especificada
PUB-001437,Artículo,Artículo científico
PUB-001438,Artículo,Artículo científico
PUB-001439,Artículo,Artículo científico
PUB-001440,Artículo,Artículo científico
PUB-001441,Artículo,Artículo científico
PUB-001442,Artículo,Artículo científico
PUB-001443,Artículo,Artículo científico
PUB-001444,Artículo,Artículo científico
PUB-001445,Tesis,Tesis de posgrado no especificada
PUB-001446,Artículo,Artículo científico
PUB-001447,Artículo,Artículo científico
PUB-001448,Artículo,Artículo científico
PUB-001449,Artículo,Artículo científico
PUB-001450,Artículo,Artículo científico
PUB-001451,Artículo,Artículo científico
PUB-001452,Artículo,Artículo científico
PUB-001453,Artículo,Artículo científico
PUB-001454,Artículo,Artículo científico
PUB-001455,Artículo,Artículo científico
PUB-001456,Artículo,Artículo científico
PUB-001457,Artículo,Artículo científico
PUB-001458,Artículo,Artículo científico
PUB-001459,Artículo,Artículo científico
PUB-001460,Artículo,Artículo científico
PUB-001461,Artículo,Artículo científico
PUB-001462,Artículo,Artículo científico
PUB-001463,Artículo,Artículo científico
PUB-001464,Artículo,Artículo científico
PUB-001465,Artículo,Artículo científico
PUB-001466,Artículo,Artículo científico
PUB-001467,Artículo,Artículo científico
PUB-001468,Artículo,Artículo científico
PUB-001469,Artículo,Artículo científico
PUB-001470,Artículo,Artículo científico
PUB-001471,Artículo,Artículo científico
PUB-001472,Artículo,Artículo científico
PUB-001473,Artículo,Artículo científico
PUB-001474,Tesis,Tesis de posgrado no especificada
PUB-001475,Artículo,Artículo científico
PUB-001476,Artículo,Artículo científico
PUB-001477,Artículo,Artículo científico
PUB-001478,Artículo,Artículo científico
PUB-001479,Tesis,Tesis de posgrado no especificada
PUB-001480,Artículo,Artículo científico
PUB-001481,Tesis,Tesis de pregrado
PUB-001482,Tesis,Tesis de pregrado
PUB-001483,Artículo,Artículo científico
PUB-001484,Tesis,Tesis de pregrado
PUB-001485,Tesis,Tesis de pregrado
PUB-001486,Tesis,Tesis de pregrado
PUB-001487,Tesis,Tesis de pregrado
PUB-001488,Tesis,Tesis de pregrado
PUB-001489,Tesis,Tesis de pregrado
PUB-001490,Artículo,Artículo científico
PUB-001491,Artículo,Artículo científico
PUB-001492,Artículo,Artículo científico
PUB-001493,Artículo,Artículo científico
PUB-001494,Tesis,Tesis de pregrado
PUB-001495,Tesis,Tesis de pregrado
PUB-001496,Tesis,Tesis de pregrado
PUB-001497,Artículo,Artículo científico
PUB-001498,Artículo,Artículo científico
PUB-001499,Tesis,Tesis de pregrado
PUB-001500,Artículo,Artículo científico
PUB-001501,Artículo,Artículo científico
PUB-001502,Artículo,Artículo científico
PUB-001503,Artículo,Artículo científico
PUB-001504,Tesis,Tesis de posgrado no especificada
PUB-001505,Artículo,Artículo científico
PUB-001506,Tesis,Tesis de posgrado no especificada
PUB-001507,Tesis,Tesis de posgrado no especificada
PUB-001508,Artículo,Artículo científico
PUB-001509,Artículo,Artículo científico
PUB-001510,Artículo,Artículo científico
PUB-001511,Artículo,Artículo científico
PUB-001512,Artículo,Artículo científico
PUB-001513,Artículo,Artículo científico
PUB-001514,Artículo,Artículo científico
PUB-001515,Artículo,Artículo científico
PUB-001516,Artículo,Artículo científico
PUB-001517,Artículo,Artículo científico
PUB-001518,Artículo,Artículo científico
PUB-001519,Artículo,Artículo científico
PUB-001520,Artículo,Artículo científico
PUB-001521,Artículo,Artículo científico
PUB-001522,Artículo,Artículo científico
PUB-001523,Artículo,Artículo científico
PUB-001524,Artículo,Artículo científico
PUB-001525,Artículo,Artículo científico
PUB-001526,Artículo,Artículo científico
PUB-001527,Artículo,Artículo científico
PUB-001528,Artículo,Artículo científico
PUB-001529,Artículo,Artículo científico
PUB-001530,Artículo,Artículo científico
PUB-001531,Artículo,Artículo científico
PUB-001532,Artículo,Artículo científico
PUB-001533,Artículo,Artículo científico
PUB-001534,Artículo,Artículo científico
PUB-001535,Artículo,Artículo científico
PUB-001536,Artículo,Artículo científico
PUB-001537,Artículo,Artículo científico
PUB-001538,Artículo,Artículo científico
PUB-001539,Artículo,Artículo científico
PUB-001540,Artículo,Artículo científico
PUB-001541,Artículo,Artículo científico
PUB-001542,Artículo,Artículo científico
PUB-001543,Artículo,Artículo científico
PUB-001544,Artículo,Artículo científico
PUB-001545,Artículo,Artículo científico
PUB-001546,Artículo,Artículo científico
PUB-001547,Artículo,Artículo científico
PUB-001548,Artículo,Artículo científico
PUB-001549,Artículo,Artículo científico
PUB-001550,Artículo,Artículo científico
PUB-001551,Artículo,Artículo científico
PUB-001552,Artículo,Artículo científico
PUB-001553,Artículo,Artículo científico
PUB-001554,Artículo,Artículo científico
PUB-001555,Artículo,Artículo científico
PUB-001556,Artículo,Artículo científico
PUB-001557,Artículo,Artículo científico
PUB-001558,Artículo,Artículo científico
PUB-001559,Artículo,Artículo científico
PUB-001560,Artículo,Artículo científico
PUB-001561,Artículo,Artículo científico
PUB-001562,Artículo,Artículo científico
PUB-001563,Artículo,Artículo científico
PUB-001564,Artículo,Artículo científico
PUB-001565,Artículo,Artículo científico
PUB-001566,Artículo,Artículo científico
PUB-001567,Artículo,Artículo científico
PUB-001568,Artículo,Artículo científico
PUB-001569,Artículo,Artículo científico
PUB-001570,Artículo,Artículo científico
PUB-001571,Artículo,Artículo científico
PUB-001572,Artículo,Artículo científico
PUB-001573,Artículo,Artículo científico
PUB-001574,Artículo,Artículo científico
PUB-001575,Artículo,Artículo científico
PUB-001576,Artículo,Artículo científico
PUB-001577,Artículo,Artículo científico
PUB-001578,Artículo,Artículo científico
PUB-001579,Artículo,Artículo científico
PUB-001580,Artículo,Artículo científico
PUB-001581,Artículo,Artículo científico
PUB-001582,Tesis,Tesis de nivel no especificado
PUB-001583,Artículo,Artículo científico
PUB-001584,Artículo,Artículo científico
PUB-001585,Artículo,Artículo científico
PUB-001586,Artículo,Artículo científico
PUB-001587,Artículo,Artículo científico
PUB-001588,Tesis,Tesis de pregrado
PUB-001589,Tesis,Tesis de pregrado
PUB-001590,Tesis,Tesis de pregrado
PUB-001591,Tesis,Tesis de pregrado
PUB-001592,Tesis,Tesis de pregrado
PUB-001593,Tesis,Tesis de pregrado
PUB-001594,Tesis,Tesis de pregrado
PUB-001595,Tesis,Tesis de pregrado
PUB-001596,Tesis,Tesis de pregrado
PUB-001597,Tesis,Tesis de pregrado
PUB-001598,Tesis,Tesis de pregrado
PUB-001599,Tesis,Tesis de pregrado
PUB-001600,Tesis,Tesis de pregrado
PUB-001601,Tesis,Tesis de pregrado
PUB-001602,Tesis,Tesis de pregrado
PUB-001603,Tesis,Tesis de pregrado
PUB-001604,Tesis,Tesis de pregrado
PUB-001605,Tesis,Tesis de pregrado
PUB-001606,Tesis,Tesis de pregrado
PUB-001607,Tesis,Tesis de pregrado
PUB-001608,Tesis,Tesis de pregrado
PUB-001609,Tesis,Tesis de pregrado
PUB-001610,Tesis,Tesis de pregrado
PUB-001611,Tesis,Tesis de pregrado
PUB-001612,Tesis,Tesis de pregrado
PUB-001613,Tesis,Tesis de pregrado
PUB-001614,Tesis,Tesis de pregrado
PUB-001615,Tesis,Tesis de pregrado
PUB-001616,Tesis,Tesis de pregrado
PUB-001617,Tesis,Tesis de pregrado
PUB-001618,Tesis,Tesis de pregrado
PUB-001619,Tesis,Tesis de pregrado
PUB-001620,Tesis,Tesis de pregrado
PUB-001621,Tesis,Tesis de nivel no especificado
PUB-001622,Tesis,Tesis de pregrado
PUB-001623,Tesis,Tesis de pregrado
PUB-001624,Tesis,Tesis de pregrado
PUB-001625,Tesis,Tesis de pregrado
PUB-001626,Tesis,Tesis de pregrado
PUB-001627,Tesis,Tesis de pregrado
PUB-001628,Tesis,Tesis de pregrado
PUB-001629,Tesis,Tesis de pregrado
PUB-001630,Tesis,Tesis de pregrado
PUB-001631,Tesis,Tesis de pregrado
PUB-001632,Tesis,Tesis de pregrado
PUB-001633,Tesis,Tesis de pregrado
PUB-001634,Tesis,Tesis de pregrado
PUB-001635,Tesis,Tesis de pregrado
PUB-001636,Tesis,Tesis de pregrado
PUB-001637,Tesis,Tesis de pregrado
PUB-001638,Tesis,Tesis de pregrado
PUB-001639,Tesis,Tesis de pregrado
PUB-001640,Tesis,Tesis de pregrado
PUB-001641,Tesis,Tesis de pregrado
PUB-001642,Tesis,Tesis de pregrado
PUB-001643,Tesis,Tesis de pregrado
PUB-001644,Tesis,Tesis de pregrado
PUB-001645,Tesis,Tesis de pregrado
PUB-001646,Tesis,Tesis de pregrado
PUB-001647,Tesis,Tesis de pregrado
PUB-001648,Tesis,Tesis de pregrado
PUB-001649,Tesis,Tesis de pregrado
PUB-001650,Tesis,Tesis de pregrado
PUB-001651,Tesis,Tesis de pregrado
PUB-001652,Tesis,Tesis de pregrado
PUB-001653,Tesis,Tesis de pregrado
PUB-001654,Tesis,Tesis de pregrado
PUB-001655,Tesis,Tesis de pregrado
PUB-001656,Tesis,Tesis de pregrado
PUB-001657,Tesis,Tesis de pregrado
PUB-001658,Tesis,Tesis de pregrado
PUB-001659,Tesis,Tesis de pregrado
PUB-001660,Tesis,Tesis de pregrado
PUB-001661,Tesis,Tesis de pregrado
PUB-001662,Tesis,Tesis de pregrado
PUB-001663,Tesis,Tesis de pregrado
PUB-001664,Tesis,Tesis de pregrado
PUB-001665,Tesis,Tesis de pregrado
PUB-001666,Tesis,Tesis de pregrado
PUB-001667,Tesis,Tesis de pregrado
PUB-001668,Tesis,Tesis de pregrado
PUB-001669,Tesis,Tesis de pregrado
PUB-001670,Tesis,Tesis de pregrado
PUB-001671,Tesis,Tesis de pregrado
PUB-001672,Tesis,Tesis de pregrado
PUB-001673,Tesis,Tesis de pregrado
PUB-001674,Tesis,Tesis de pregrado
PUB-001675,Tesis,Tesis de pregrado
PUB-001676,Tesis,Tesis de pregrado
PUB-001677,Tesis,Tesis de pregrado
PUB-001678,Tesis,Tesis de pregrado
PUB-001679,Tesis,Tesis de pregrado
PUB-001680,Tesis,Tesis de pregrado
PUB-001681,Tesis,Tesis de pregrado
PUB-001682,Tesis,Tesis de pregrado
PUB-001683,Tesis,Tesis de pregrado
PUB-001684,Tesis,Tesis de pregrado
PUB-001685,Tesis,Tesis de pregrado
PUB-001686,Tesis,Tesis de pregrado
PUB-001687,Tesis,Tesis de pregrado
PUB-001688,Tesis,Tesis de pregrado
PUB-001689,Tesis,Tesis de pregrado
PUB-001690,Tesis,Tesis de pregrado
PUB-001691,Tesis,Tesis de pregrado
PUB-001692,Tesis,Tesis de pregrado
PUB-001693,Tesis,Tesis de pregrado
PUB-001694,Tesis,Tesis de pregrado
PUB-001695,Tesis,Tesis de pregrado
PUB-001696,Tesis,Tesis de pregrado
PUB-001697,Tesis,Tesis de pregrado
PUB-001698,Tesis,Tesis de pregrado
PUB-001699,Tesis,Tesis de pregrado
PUB-001700,Tesis,Tesis de pregrado
PUB-001701,Tesis,Tesis de pregrado
PUB-001702,Tesis,Tesis de pregrado
PUB-001703,Tesis,Tesis de pregrado
PUB-001704,Tesis,Tesis de pregrado
PUB-001705,Tesis,Tesis de pregrado
PUB-001706,Tesis,Tesis de pregrado
PUB-001707,Tesis,Tesis de pregrado
PUB-001708,Tesis,Tesis de pregrado
PUB-001709,Tesis,Tesis de pregrado
PUB-001710,Tesis,Tesis de pregrado
PUB-001711,Tesis,Tesis de pregrado
PUB-001712,Tesis,Tesis de pregrado
PUB-001713,Tesis,Tesis de pregrado
PUB-001714,Tesis,Tesis de pregrado
PUB-001715,Tesis,Tesis de pregrado
PUB-001716,Tesis,Tesis de pregrado
PUB-001717,Tesis,Tesis de pregrado
PUB-001718,Tesis,Tesis de pregrado
PUB-001719,Tesis,Tesis de pregrado
PUB-001720,Tesis,Tesis de pregrado
PUB-001721,Tesis,Tesis de pregrado
PUB-001722,Tesis,Tesis de pregrado
PUB-001723,Tesis,Tesis de pregrado
PUB-001724,Artículo,Artículo científico
PUB-001725,Artículo,Artículo científico
PUB-001726,Artículo,Artículo científico
PUB-001727,Artículo,Artículo científico
PUB-001728,Artículo,Artículo científico
PUB-001729,Artículo,Artículo científico
PUB-001730,Artículo,Artículo científico
PUB-001731,Artículo,Artículo científico
PUB-001732,Artículo,Artículo científico
PUB-001733,Artículo,Artículo científico
PUB-001734,Artículo,Artículo científico
PUB-001735,Artículo,Artículo científico
PUB-001736,Artículo,Artículo científico
PUB-001737,Artículo,Artículo científico
PUB-001738,Artículo,Artículo científico
PUB-001739,Artículo,Artículo científico
PUB-001740,Artículo,Artículo científico
PUB-001741,Artículo,Artículo científico
PUB-001742,Artículo,Artículo científico
PUB-001743,Tesis,Tesis de posgrado no especificada
PUB-001744,Tesis,Tesis de posgrado no especificada
PUB-001745,Tesis,Tesis de posgrado no especificada
PUB-001746,Tesis,Tesis de posgrado no especificada
PUB-001747,Tesis,Tesis de posgrado no especificada
PUB-001748,Tesis,Tesis de posgrado no especificada
PUB-001749,Tesis,Tesis de posgrado no especificada
PUB-001750,Tesis,Tesis de posgrado no especificada
PUB-001751,Tesis,Tesis de posgrado no especificada
PUB-001752,Tesis,Tesis de posgrado no especificada
PUB-001753,Tesis,Tesis de posgrado no especificada
PUB-001754,Tesis,Tesis de posgrado no especificada
PUB-001755,Tesis,Tesis de posgrado no especificada
PUB-001756,Tesis,Tesis de posgrado no especificada
PUB-001757,Tesis,Tesis de posgrado no especificada
PUB-001758,Tesis,Tesis de posgrado no especificada
PUB-001759,Tesis,Tesis de pregrado
PUB-001760,Tesis,Tesis de pregrado
PUB-001761,Tesis,Tesis de pregrado
PUB-001762,Tesis,Tesis de posgrado no especificada
PUB-001763,Tesis,Tesis de posgrado no especificada
PUB-001764,Tesis,Tesis de pregrado
PUB-001765,Tesis,Tesis de pregrado
PUB-001766,Tesis,Tesis de pregrado
PUB-001767,Tesis,Tesis de pregrado
PUB-001768,Tesis,Tesis de pregrado
PUB-001769,Tesis,Tesis de posgrado no especificada
PUB-001770,Tesis,Tesis de pregrado
PUB-001771,Tesis,Tesis de pregrado
PUB-001772,Tesis,Tesis de pregrado
PUB-001773,Tesis,Tesis de pregrado
PUB-001774,Tesis,Tesis de pregrado
PUB-001775,Tesis,Tesis de pregrado
PUB-001776,Tesis,Tesis de pregrado
PUB-001777,Tesis,Tesis de pregrado
PUB-001778,Tesis,Tesis de pregrado
PUB-001779,Tesis,Tesis de posgrado no especificada
PUB-001780,Tesis,Tesis de posgrado no especificada
PUB-001781,Tesis,Tesis de pregrado
PUB-001782,Tesis,Tesis de posgrado no especificada
PUB-001783,Tesis,Tesis de pregrado
PUB-001784,Artículo,Artículo científico
PUB-001785,Artículo,Artículo científico
PUB-001786,Artículo,Artículo científico
PUB-001787,Artículo,Artículo científico
PUB-001788,Tesis,Tesis de posgrado no especificada
PUB-001789,Artículo,Artículo científico
PUB-001790,Artículo,Artículo científico
PUB-001791,Artículo,Artículo científico
PUB-001792,Artículo,Artículo científico
PUB-001793,Artículo,Artículo científico
PUB-001794,Artículo,Artículo científico
PUB-001795,Artículo,Artículo científico
PUB-001796,Tesis,Tesis de posgrado no especificada
PUB-001797,Artículo,Artículo científico
PUB-001798,Artículo,Artículo científico
PUB-001799,Artículo,Artículo científico
PUB-001800,Artículo,Artículo científico
PUB-001801,Artículo,Artículo científico
PUB-001802,Artículo,Artículo científico
PUB-001803,Artículo,Artículo científico
PUB-001804,Tesis,Tesis de pregrado
PUB-001805,Artículo,Artículo científico
PUB-001806,Tesis,Tesis de pregrado
PUB-001807,Tesis,Tesis de pregrado
PUB-001808,Tesis,Tesis de pregrado
PUB-001809,Tesis,Tesis de pregrado
PUB-001810,Tesis,Tesis de posgrado no especificada
PUB-001811,Tesis,Tesis de pregrado
PUB-001812,Artículo,Artículo científico
PUB-001813,Tesis,Tesis de pregrado
PUB-001814,Artículo,Artículo científico
PUB-001815,Artículo,Artículo científico
PUB-001816,Tesis,Tesis de pregrado
PUB-001817,Tesis,Tesis de pregrado
PUB-001818,Tesis,Tesis de pregrado
PUB-001819,Tesis,Tesis de pregrado
PUB-001820,Tesis,Tesis de posgrado no especificada
PUB-001821,Artículo,Artículo científico
PUB-001822,Artículo,Artículo científico
PUB-001823,Tesis,Tesis de posgrado no especificada
PUB-001824,Tesis,Tesis de pregrado
PUB-001825,Artículo,Artículo científico
PUB-001826,Artículo,Artículo científico
PUB-001827,Tesis,Tesis de posgrado no especificada
PUB-001828,Artículo,Artículo científico
PUB-001829,Artículo,Artículo científico
PUB-001830,Tesis,Tesis de pregrado
PUB-001831,Artículo,Artículo científico
PUB-001832,Tesis,Tesis de pregrado
PUB-001833,Artículo,Artículo científico
PUB-001834,Tesis,Tesis de pregrado
PUB-001835,Artículo,Artículo científico
PUB-001836,Tesis,Tesis de pregrado
PUB-001837,Tesis,Tesis de pregrado
PUB-001838,Artículo,Artículo científico
PUB-001839,Artículo,Artículo científico
PUB-001840,Tesis,Tesis de pregrado
PUB-001841,Artículo,Artículo científico
PUB-001842,Tesis,Tesis de pregrado
PUB-001843,Artículo,Artículo científico
PUB-001844,Artículo,Artículo científico
PUB-001845,Artículo,Artículo científico
PUB-001846,Artículo,Artículo científico
PUB-001847,Artículo,Artículo científico
PUB-001848,Tesis,Tesis de pregrado
PUB-001849,Tesis,Tesis de posgrado no especificada
PUB-001850,Artículo,Artículo científico
PUB-001851,Artículo,Artículo científico
PUB-001852,Artículo,Artículo científico
PUB-001853,Artículo,Artículo científico
PUB-001854,Artículo,Artículo científico
PUB-001855,Artículo,Artículo científico
PUB-001856,Artículo,Artículo científico
PUB-001857,Tesis,Tesis de pregrado
PUB-001858,Tesis,Tesis de pregrado
PUB-001859,Artículo,Artículo científico
PUB-001860,Artículo,Artículo científico
PUB-001861,Artículo,Artículo científico
PUB-001862,Artículo,Artículo científico
PUB-001863,Artículo,Artículo científico
PUB-001864,Artículo,Artículo científico
PUB-001865,Artículo,Artículo científico
PUB-001866,Artículo,Artículo científico
PUB-001867,Artículo,Artículo científico
PUB-001868,Artículo,Artículo científico
PUB-001869,Tesis,Tesis de pregrado
PUB-001870,Tesis,Tesis de posgrado no especificada
PUB-001871,Artículo,Artículo científico
PUB-001872,Artículo,Artículo científico
PUB-001873,Artículo,Artículo científico
PUB-001874,Artículo,Artículo científico
PUB-001875,Artículo,Artículo científico
PUB-001876,Artículo,Artículo científico
PUB-001877,Artículo,Artículo científico
PUB-001878,Artículo,Artículo científico
PUB-001879,Artículo,Artículo científico
PUB-001880,Tesis,Tesis de posgrado no especificada
PUB-001881,Tesis,Tesis de pregrado
PUB-001882,Artículo,Artículo científico
PUB-001883,Artículo,Artículo científico
PUB-001884,Artículo,Artículo científico
PUB-001885,Artículo,Artículo científico
PUB-001886,Artículo,Artículo científico
PUB-001887,Tesis,Tesis de pregrado
PUB-001888,Artículo,Artículo científico
PUB-001889,Artículo,Artículo científico
PUB-001890,Artículo,Artículo científico
PUB-001891,Artículo,Artículo científico
PUB-001892,Artículo,Artículo científico
PUB-001893,Artículo,Artículo científico
PUB-001894,Tesis,Tesis de pregrado
PUB-001895,Artículo,Artículo científico
PUB-001896,Artículo,Artículo científico
PUB-001897,Tesis,Tesis de pregrado
PUB-001898,Tesis,Tesis de pregrado
PUB-001899,Artículo,Artículo científico
PUB-001900,Artículo,Artículo científico
PUB-001901,Tesis,Tesis de pregrado
PUB-001902,Artículo,Artículo científico
PUB-001903,Artículo,Artículo científico
PUB-001904,Tesis,Tesis de pregrado
PUB-001905,Tesis,Tesis de pregrado
